Name,undergradEnrollment,freshmenFinAidPercent,tuitionFees2013_14,geographicRegion,control,HBCU,Tribal college,degreeUrbanization,perc_AmericanIndianAlaskaNative,perc_Asian,perc_BlackAfricanAmerican,perc_HispanicLatino,perc_NativeHawaiian_OtherPacificIslander,perc_White,perc_MutiRacial,perc_RaceUnknown,perc_NonresidentAlien,perc_Women,perc_FreshmenPellGrants,perc_FreshmenInstGrantAid,numPOC,perc_POC,numWhite,tuition1000Dollar,controlPublic,HBCUYes,geographicRegion_factor,degreeUrbanization_factor
Boston College,9698,59,45622,New England,Private not-for-profit,No,No,City,0,9,4,10,0,57,3,11,5,53,15,44,2230.54,23,5527.86,45.622,0,0,New England,City
Boston University,18165,62,44880,New England,Private not-for-profit,No,No,City,0,12,3,9,0,46,4,10,16,60,15,53,4359.5999999999995,23.999999999999996,8355.9,44.88,0,0,New England,City
Brandeis University,3614,65,45856,New England,Private not-for-profit,No,No,City,0,12,5,7,0,50,3,8,15,57,18,56,867.36,24,1807,45.856,0,0,New England,City
Bridgewater State University,9615,79,8053,New England,Public,No,No,Suburb,0,2,8,5,0,80,3,1,0,58,29,48,1442.2500000000002,15.000000000000002,7692,8.053,1,0,New England,Suburb
Cambridge College,1050,33,13392,New England,Private not-for-profit,No,No,City,0,4,33,23,0,16,1,19,4,65,25,4,630,60,168,13.392,0,0,New England,City
Clark University,2380,89,39550,New England,Private not-for-profit,No,No,City,0,6,4,7,0,61,2,8,12,58,24,87,404.6,17,1451.8,39.55,0,0,New England,City
Curry College,2849,95,34715,New England,Private not-for-profit,No,No,Suburb,0,2,9,5,0,67,2,15,1,63,32,92,455.84000000000003,16,1908.8300000000002,34.715,0,0,New England,Suburb
Eastern Nazarene College,1321,100,27922,New England,Private not-for-profit,No,No,Suburb,0,2,21,11,0,58,3,2,2,73,47,100,449.14,34,766.18,27.922,0,0,New England,Suburb
Emerson College,3758,72,35730,New England,Private not-for-profit,No,No,City,0,4,3,10,0,64,5,10,5,63,15,55,638.86,17,2405.12,35.73,0,0,New England,City
Emmanuel College,2176,99,34670,New England,Private not-for-profit,No,No,City,0,3,5,5,0,66,2,17,1,73,26,99,282.88,13,1436.16,34.67,0,0,New England,City
Endicott College,2724,94,28926,New England,Private not-for-profit,No,No,Suburb,0,1,2,4,0,82,2,7,2,60,17,89,190.68,7.000000000000001,2233.68,28.926,0,0,New England,Suburb
Fisher College,1930,86,27575,New England,Private not-for-profit,No,No,City,0,1,9,8,0,33,1,42,6,74,64,82,347.4,18,636.9,27.575,0,0,New England,City
Fitchburg State University,4245,90,8985,New England,Public,No,No,Suburb,0,2,5,9,0,76,2,5,1,56,38,46,679.2,16,3226.2,8.985,1,0,New England,Suburb
Framingham State University,4584,93,8080,New England,Public,No,No,City,0,2,8,9,0,76,3,2,0,63,30,77,870.96,19,3483.84,8.08,1,0,New England,City
Gordon College,1710,99,33230,New England,Private not-for-profit,No,No,Suburb,0,3,3,7,0,77,3,1,5,62,25,95,222.3,13,1316.7,33.23,0,0,New England,Suburb
Hampshire College,1492,88,46625,New England,Private not-for-profit,No,No,Suburb,0,2,3,9,0,66,5,8,6,57,15,71,208.88000000000002,14.000000000000002,984.72,46.625,0,0,New England,Suburb
Harvard University,10534,75,42292,New England,Private not-for-profit,No,No,City,0,16,6,9,0,48,5,5,11,50,15,58,3265.54,31,5056.32,42.292,0,0,New England,City
College of the Holy Cross,2912,72,44272,New England,Private not-for-profit,No,No,City,0,4,4,11,0,68,3,9,1,50,15,54,553.28,19,1980.16,44.272,0,0,New England,City
Lasell College,1687,98,30000,New England,Private not-for-profit,No,No,City,0,2,7,9,0,71,3,5,3,64,30,96,303.65999999999997,18,1197.77,30,0,0,New England,City
Lesley University,1948,97,32375,New England,Private not-for-profit,No,No,City,0,4,5,7,0,68,3,11,2,77,26,96,311.68,16,1324.64,32.375,0,0,New England,City
University of Massachusetts-Lowell,12734,90,12097,New England,Public,No,No,Suburb,0,9,6,9,0,65,2,6,3,39,30,62,3056.16,24,8277.1,12.097,1,0,New England,Suburb
University of Massachusetts-Amherst,22134,88,13443,New England,Public,No,No,Suburb,0,8,4,5,0,66,2,13,2,49,22,55,3762.7799999999997,17,14608.44,13.443,1,0,New England,Suburb
University of Massachusetts-Boston,12366,80,11966,New England,Public,No,No,City,0,12,15,12,0,41,2,9,10,56,45,54,4822.74,38.99999999999999,5070.0599999999995,11.966,1,0,New England,City
Massachusetts Institute of Technology,4528,87,43498,New England,Private not-for-profit,No,No,City,0,24,5,16,0,37,5,2,10,45,16,55,2037.6,44.99999999999999,1675.36,43.498,0,0,New England,City
Massachusetts Maritime Academy,1376,89,7127,New England,Public,No,No,Suburb,2,3,2,1,0,90,0,2,1,12,19,53,110.08,8,1238.4,7.127,1,0,New England,Suburb
Merrimack College,2758,96,35085,New England,Private not-for-profit,No,No,Suburb,0,2,3,6,0,66,1,16,6,49,21,95,303.38,11,1820.28,35.085,0,0,New England,Suburb
Mount Holyoke College,2183,79,41456,New England,Private not-for-profit,No,No,Suburb,0,9,6,8,0,47,3,2,25,100,13,75,502.09,23,1026.01,41.456,0,0,New England,Suburb
Mount Ida College,1268,98,29377,New England,Private not-for-profit,No,No,City,0,2,12,11,0,59,3,8,5,66,48,96,317,25,748.12,29.377,0,0,New England,City
Newbury College,962,98,28950,New England,Private not-for-profit,No,No,Suburb,0,6,33,15,0,42,0,0,4,56,55,97,519.48,54,404.03999999999996,28.95,0,0,New England,Suburb
Nichols College,1281,91,32370,New England,Private not-for-profit,No,No,Suburb,0,1,5,7,0,82,3,0,1,41,33,91,166.53,13,1050.4199999999998,32.37,0,0,New England,Suburb
Massachusetts College of Liberal Arts,1538,97,8525,New England,Public,No,No,Town,0,1,9,6,0,75,2,5,1,60,48,61,246.07999999999996,15.999999999999998,1153.5,8.525,1,0,New England,Town
Northeastern University,13223,77,41686,New England,Private not-for-profit,No,No,City,0,10,3,7,0,49,4,9,18,51,15,71,2644.6000000000004,20.000000000000004,6479.2699999999995,41.686,0,0,New England,City
College of Our Lady of the Elms,1347,100,30132,New England,Private not-for-profit,No,No,Suburb,1,2,8,10,0,54,0,23,1,76,49,100,282.87,21,727.38,30.132,0,0,New England,Suburb
Pine Manor College,313,77,24930,New England,Private not-for-profit,No,No,Suburb,0,5,20,15,0,8,12,9,29,85,52,74,125.2,40,25.04,24.93,0,0,New England,Suburb
Salem State University,7664,88,8130,New England,Public,No,No,Suburb,0,3,8,10,0,69,2,3,4,61,40,63,1609.44,21.000000000000004,5288.16,8.13,1,0,New England,Suburb
Simmons College,1732,97,35380,New England,Private not-for-profit,No,No,City,0,9,6,6,0,67,3,5,3,100,25,97,363.71999999999997,21,1160.44,35.38,0,0,New England,City
Bard College at Simon's Rock,350,84,46713,New England,Private not-for-profit,No,No,Rural,0,6,7,2,0,57,9,10,10,58,28,84,52.5,15,199.49999999999997,46.713,0,0,New England,Rural
Smith College,2606,73,43114,New England,Private not-for-profit,No,No,Suburb,0,13,5,10,0,46,5,9,13,100,21,65,729.6800000000001,28.000000000000004,1198.76,43.114,0,0,New England,Suburb
Springfield College,2182,99,32560,New England,Private not-for-profit,No,No,City,1,1,4,5,0,82,1,5,1,48,24,98,240.02,11,1789.2399999999998,32.56,0,0,New England,City
University of Massachusetts-Dartmouth,7437,90,11681,New England,Public,No,No,Suburb,0,3,11,7,0,67,4,6,2,48,40,62,1561.7700000000002,21.000000000000004,4982.79,11.681,1,0,New England,Suburb
Stonehill College,2481,92,36160,New England,Private not-for-profit,No,No,Suburb,0,2,3,4,0,85,2,4,1,62,17,89,223.29,9,2108.85,36.16,0,0,New England,Suburb
Suffolk University,5658,80,31716,New England,Private not-for-profit,No,No,City,0,7,5,11,0,40,1,15,19,55,35,77,1301.3400000000001,23.000000000000004,2263.2000000000003,31.716,0,0,New England,City
Tufts University,5180,44,46598,New England,Private not-for-profit,No,No,Suburb,0,11,4,6,0,56,4,10,8,51,10,36,1087.8,21,2900.8,46.598,0,0,New England,Suburb
Wellesley College,2474,68,43554,New England,Private not-for-profit,No,No,Suburb,0,22,6,10,0,41,6,5,11,98,19,58,940.12,38,1014.3399999999999,43.554,0,0,New England,Suburb
Wentworth Institute of Technology,4012,99,29200,New England,Private not-for-profit,No,No,City,0,6,5,4,0,59,3,17,6,18,31,99,601.8,15,2367.08,29.2,0,0,New England,City
Western New England University,2667,97,33020,New England,Private not-for-profit,No,No,City,0,3,5,8,0,77,2,4,2,40,29,96,426.72,16,2053.59,33.02,0,0,New England,City
Westfield State University,5692,88,8694,New England,Public,No,No,Suburb,0,1,4,7,0,79,4,4,1,52,32,23,683.0400000000001,12.000000000000002,4496.68,8.694,1,0,New England,Suburb
Wheaton College,1654,93,45074,New England,Private not-for-profit,No,No,Suburb,0,4,5,7,0,70,3,1,9,65,16,91,264.64,16,1157.8,45.074,0,0,New England,Suburb
Wheelock College,880,100,31880,New England,Private not-for-profit,No,No,City,0,3,11,11,0,55,3,15,2,88,31,100,220,25,484.00000000000006,31.88,0,0,New England,City
Williams College,2096,65,46600,New England,Private not-for-profit,No,No,Town,0,10,8,12,0,57,6,0,7,52,19,53,628.8,30,1194.7199999999998,46.6,0,0,New England,Town
Worcester Polytechnic Institute,4134,98,42778,New England,Private not-for-profit,No,No,City,0,5,2,7,0,63,3,7,12,33,14,98,578.7600000000001,14.000000000000002,2604.42,42.778,0,0,New England,City
Worcester State University,5556,88,8157,New England,Public,No,No,City,1,4,6,7,0,72,2,7,1,60,33,44,1000.0799999999999,18,4000.3199999999997,8.157,1,0,New England,City
Adrian College,1649,98,30758,Great Lakes,Private not-for-profit,No,No,Town,0,1,10,2,0,75,4,8,0,49,50,97,214.37,13,1236.75,30.758,0,0,Great Lakes,Town
Albion College,1307,99,36051,Great Lakes,Private not-for-profit,No,No,Town,0,2,3,3,0,80,3,5,4,49,24,99,104.56,8,1045.6000000000001,36.051,0,0,Great Lakes,Town
Alma College,1419,100,32660,Great Lakes,Private not-for-profit,No,No,Town,1,2,2,3,0,86,2,3,1,55,33,100,113.52,8,1220.34,32.66,0,0,Great Lakes,Town
Andrews University,1905,100,25470,Great Lakes,Private not-for-profit,No,No,Town,0,12,22,13,0,30,3,2,17,56,35,100,895.3499999999999,47,571.5,25.47,0,0,Great Lakes,Town
Aquinas College,1863,99,26460,Great Lakes,Private not-for-profit,No,No,City,0,1,3,5,0,85,2,3,1,62,31,99,167.67,9,1583.55,26.46,0,0,Great Lakes,City
Baker College of Owosso,2815,96,8100,Great Lakes,Private not-for-profit,No,No,Town,0,0,2,2,0,93,3,0,0,58,72,72,112.60000000000001,4,2617.9500000000003,8.1,0,0,Great Lakes,Town
Baker College of Flint,4948,96,8100,Great Lakes,Private not-for-profit,No,No,Suburb,0,1,20,2,0,74,3,0,0,65,79,70,1138.04,23,3661.52,8.1,0,0,Great Lakes,Suburb
Calvin College,3959,100,28250,Great Lakes,Private not-for-profit,No,No,City,0,4,3,3,0,75,3,2,10,55,24,99,395.90000000000003,10,2969.25,28.25,0,0,Great Lakes,City
Central Michigan University,20534,92,11220,Great Lakes,Public,No,No,Town,1,1,7,3,0,79,2,5,3,56,35,67,2464.0800000000004,12.000000000000002,16221.86,11.22,1,0,Great Lakes,Town
Concordia University-Ann Arbor,584,100,23563,Great Lakes,Private not-for-profit,No,No,City,1,1,10,2,0,70,6,10,0,46,47,99,81.76,14.000000000000002,408.79999999999995,23.563,0,0,Great Lakes,City
Davenport University,7356,95,14096,Great Lakes,Private not-for-profit,No,No,Suburb,0,2,15,2,0,60,2,17,2,62,47,83,1397.6399999999999,18.999999999999996,4413.5999999999995,14.096,0,0,Great Lakes,Suburb
University of Detroit Mercy,2888,99,35920,Great Lakes,Private not-for-profit,No,No,City,0,3,10,3,0,53,2,23,6,65,33,99,462.08,16,1530.64,35.92,0,0,Great Lakes,City
Eastern Michigan University,19189,97,9364,Great Lakes,Public,No,No,Suburb,0,2,21,4,0,65,3,3,2,58,52,90,5181.029999999999,26.999999999999996,12472.85,9.364,1,0,Great Lakes,Suburb
Ferris State University,13477,96,10466,Great Lakes,Public,No,No,Town,1,1,7,4,0,79,3,3,3,52,46,66,1752.01,13,10646.83,10.466,1,0,Great Lakes,Town
Kettering University,1684,100,35600,Great Lakes,Private not-for-profit,No,No,City,0,3,3,3,0,76,3,6,6,18,30,99,151.56,9,1279.84,35.6,0,0,Great Lakes,City
Grace Bible College,579,100,12235,Great Lakes,Private not-for-profit,No,No,City,1,0,19,4,0,71,4,1,0,53,71,86,138.96,24.000000000000004,411.09,12.235,0,0,Great Lakes,City
Cornerstone University,2200,98,24168,Great Lakes,Private not-for-profit,No,No,City,1,1,11,4,0,81,1,0,2,59,40,96,374,17,1782.0000000000002,24.168,0,0,Great Lakes,City
Grand Valley State University,21235,88,10716,Great Lakes,Public,No,No,Suburb,0,2,5,4,0,84,3,1,1,58,34,71,2335.8500000000004,11.000000000000002,17837.399999999998,10.716,1,0,Great Lakes,Suburb
Hope College,3388,94,28720,Great Lakes,Private not-for-profit,No,No,City,0,2,2,7,0,85,2,0,2,60,21,92,372.68000000000006,11.000000000000002,2879.7999999999997,28.72,0,0,Great Lakes,City
Kalamazoo College,1458,100,39450,Great Lakes,Private not-for-profit,No,No,City,0,6,4,8,0,61,4,7,9,56,22,98,262.44,18,889.38,39.45,0,0,Great Lakes,City
Lake Superior State University,2429,97,9960,Great Lakes,Public,No,No,Town,9,1,2,2,0,78,0,2,6,50,45,78,340.05999999999995,13.999999999999998,1894.6200000000001,9.96,1,0,Great Lakes,Town
Lawrence Technological University,3033,86,28948,Great Lakes,Private not-for-profit,No,No,City,0,23,6,2,0,46,0,18,5,24,31,80,940.2300000000001,31.000000000000007,1395.18,28.948,0,0,Great Lakes,City
Madonna University,3352,92,16340,Great Lakes,Private not-for-profit,No,No,City,0,1,12,4,0,61,2,4,16,67,34,79,569.84,17,2044.72,16.34,0,0,Great Lakes,City
Marygrove College,1041,99,19850,Great Lakes,Private not-for-profit,No,No,City,0,0,73,3,0,14,3,5,1,75,81,95,791.16,76,145.74,19.85,0,0,Great Lakes,City
Rochester College,1117,100,19920,Great Lakes,Private not-for-profit,No,No,Suburb,0,2,14,2,0,52,2,26,2,60,43,100,201.06,18,580.84,19.92,0,0,Great Lakes,Suburb
University of Michigan-Ann Arbor,28283,63,13142,Great Lakes,Public,No,No,City,0,12,4,4,0,62,3,7,7,49,14,46,5656.6,20,17535.46,13.142,1,0,Great Lakes,City
Michigan State University,37985,63,12862,Great Lakes,Public,No,No,City,0,4,7,4,0,69,2,1,13,50,21,39,5697.750000000001,15.000000000000002,26209.649999999998,12.862,1,0,Great Lakes,City
Michigan Technological University,5617,97,13728,Great Lakes,Public,No,No,Town,1,1,1,2,0,84,2,3,6,25,28,92,280.85,5,4718.28,13.728,1,0,Great Lakes,Town
University of Michigan-Dearborn,7144,89,10614,Great Lakes,Public,No,No,City,0,6,11,5,0,69,3,3,2,50,42,67,1571.6799999999998,21.999999999999996,4929.36,10.614,1,0,Great Lakes,City
University of Michigan-Flint,7143,84,9356,Great Lakes,Public,No,No,City,1,2,12,4,0,68,3,5,6,60,38,40,1357.17,19,4857.240000000001,9.356,1,0,Great Lakes,City
Baker College of Muskegon,4005,95,8100,Great Lakes,Private not-for-profit,No,No,City,0,1,10,4,0,81,5,0,0,70,73,69,600.75,15,3244.05,8.1,0,0,Great Lakes,City
Northern Michigan University,8221,90,9037,Great Lakes,Public,No,No,Town,2,1,2,3,0,84,2,5,1,54,44,71,657.6800000000001,8,6905.639999999999,9.037,1,0,Great Lakes,Town
Oakland University,16594,92,10613,Great Lakes,Public,No,No,Suburb,0,4,8,3,0,76,2,5,1,59,33,72,2489.1,15,12611.44,10.613,1,0,Great Lakes,Suburb
Olivet College,1119,99,23021,Great Lakes,Private not-for-profit,No,No,Rural,1,0,10,5,0,80,3,0,0,43,52,99,179.04,16,895.2,23.021,0,0,Great Lakes,Rural
Kuyper College,288,99,18454,Great Lakes,Private not-for-profit,No,No,Suburb,1,3,5,3,0,77,3,7,1,52,57,97,34.56,12.000000000000002,221.76,18.454,0,0,Great Lakes,Suburb
Saginaw Valley State University,9163,94,8423,Great Lakes,Public,No,No,Rural,0,1,11,3,0,72,1,6,6,57,42,42,1374.45,15,6597.36,8.423,1,0,Great Lakes,Rural
Siena Heights University,2424,100,21890,Great Lakes,Private not-for-profit,No,No,Town,1,1,12,5,0,74,2,4,0,57,45,100,460.56,19,1793.76,21.89,0,0,Great Lakes,Town
Spring Arbor University,2968,100,23400,Great Lakes,Private not-for-profit,No,No,Suburb,1,1,12,3,0,73,2,7,1,69,49,100,504.55999999999995,17,2166.64,23.4,0,0,Great Lakes,Suburb
Finlandia University,525,97,20480,Great Lakes,Private not-for-profit,No,No,Town,1,1,4,4,1,73,2,7,6,57,69,97,57.75,11,383.25,20.48,0,0,Great Lakes,Town
Wayne State University,18602,89,11094,Great Lakes,Public,No,No,City,0,8,21,4,0,53,3,8,3,56,52,78,6138.659999999999,32.99999999999999,9859.060000000001,11.094,1,0,Great Lakes,City
Western Michigan University,19198,84,10355,Great Lakes,Public,No,No,City,0,1,11,5,0,74,3,1,4,50,36,60,3263.66,17,14206.52,10.355,1,0,Great Lakes,City
Augsburg College,2716,99,33209,Plains,Private not-for-profit,No,No,City,1,7,9,6,0,60,4,11,2,55,46,99,624.68,23,1629.6,33.209,0,0,Plains,City
Bemidji State University,4727,90,8124,Plains,Public,No,No,Town,2,1,2,1,0,83,3,5,2,56,35,34,283.62,6,3923.41,8.124,1,0,Plains,Town
Bethany Lutheran College,579,100,24080,Plains,Private not-for-profit,No,No,City,1,1,3,3,0,85,2,3,1,51,39,100,46.32,8,492.15,24.08,0,0,Plains,City
Bethel University,3280,100,31760,Plains,Private not-for-profit,No,No,Suburb,0,3,6,2,0,84,2,2,0,63,25,100,360.8,11,2755.2,31.76,0,0,Plains,Suburb
Carleton College,2045,77,46167,Plains,Private not-for-profit,No,No,Town,0,9,3,6,0,66,4,2,9,53,11,63,368.09999999999997,18,1349.7,46.167,0,0,Plains,Town
Concordia College at Moorhead,2531,100,32814,Plains,Private not-for-profit,No,No,Suburb,1,2,2,2,0,83,1,6,4,62,26,100,177.17000000000002,7.000000000000001,2100.73,32.814,0,0,Plains,Suburb
Concordia University-Saint Paul,2206,99,19700,Plains,Private not-for-profit,No,No,City,0,7,13,4,0,65,4,5,2,58,49,99,529.44,24.000000000000004,1433.9,19.7,0,0,Plains,City
Martin Luther College,763,97,12300,Plains,Private not-for-profit,No,No,Town,0,0,1,0,0,94,1,0,3,50,38,89,7.63,1,717.2199999999999,12.3,0,0,Plains,Town
Gustavus Adolphus College,2449,99,39120,Plains,Private not-for-profit,No,No,Town,0,4,2,3,0,83,3,1,4,54,24,97,220.41,9,2032.6699999999998,39.12,0,0,Plains,Town
Hamline University,2164,100,35108,Plains,Private not-for-profit,No,No,City,1,6,6,6,0,71,5,3,2,58,41,100,411.16,19,1536.4399999999998,35.108,0,0,Plains,City
Macalester College,2039,81,45388,Plains,Private not-for-profit,No,No,City,0,7,3,6,0,67,5,0,12,61,17,78,326.24,16,1366.13,45.388,0,0,Plains,City
Minnesota State University-Mankato,13467,85,7557,Plains,Public,No,No,City,0,3,5,3,0,78,2,3,5,52,32,23,1481.3700000000001,11.000000000000002,10504.26,7.557,1,0,Plains,City
Metropolitan State University,7647,84,6642,Plains,Public,No,No,City,1,12,16,4,0,60,4,2,2,56,76,0,2523.51,33,4588.2,6.642,1,0,Plains,City
University of Minnesota-Twin Cities,34449,77,13555,Plains,Public,No,No,City,0,8,4,3,0,69,3,3,9,51,21,51,5167.3499999999995,15,23769.809999999998,13.555,1,0,Plains,City
University of Minnesota-Crookston,2839,92,11448,Plains,Public,No,No,Town,1,1,4,2,0,63,1,23,5,53,42,86,227.12,8,1788.57,11.448,1,0,Plains,Town
University of Minnesota-Duluth,10079,83,12815,Plains,Public,No,No,City,0,3,2,2,0,85,2,4,2,46,25,60,705.5300000000001,7.000000000000001,8567.15,12.815,1,0,Plains,City
University of Minnesota-Morris,1946,93,12584,Plains,Public,No,No,Town,6,3,2,3,0,66,10,0,9,55,34,82,272.44,13.999999999999998,1284.3600000000001,12.584,1,0,Plains,Town
Minnesota State University-Moorhead,6163,86,7816,Plains,Public,No,No,Suburb,1,1,3,3,0,78,2,5,7,60,31,34,493.04,8,4807.14,7.816,1,0,Plains,Suburb
North Central University,1301,100,19996,Plains,Private not-for-profit,No,No,City,0,1,3,5,0,71,3,15,1,54,46,99,117.08999999999999,9,923.7099999999999,19.996,0,0,Plains,City
University of Northwestern-St Paul,3149,99,28020,Plains,Private not-for-profit,No,No,Suburb,0,4,3,1,0,86,2,3,1,60,38,99,251.92000000000002,8,2708.14,28.02,0,0,Plains,Suburb
College of Saint Benedict,2051,100,37926,Plains,Private not-for-profit,No,No,Suburb,0,6,2,5,0,80,1,0,6,100,29,100,266.63,13,1640.8000000000002,37.926,0,0,Plains,Suburb
Saint Cloud State University,15134,86,7514,Plains,Public,No,No,City,0,4,5,3,0,76,3,5,5,52,39,21,1816.08,12,11501.84,7.514,1,0,Plains,City
Saint Johns University,1871,100,37162,Plains,Private not-for-profit,No,No,Rural,1,3,3,4,0,83,1,0,5,0,18,100,205.81000000000003,11.000000000000002,1552.9299999999998,37.162,0,0,Plains,Rural
Saint Mary's University of Minnesota,1932,99,29315,Plains,Private not-for-profit,No,No,Town,0,2,5,5,0,52,0,33,3,55,37,99,231.84000000000003,12.000000000000002,1004.64,29.315,0,0,Plains,Town
St Olaf College,3125,93,40700,Plains,Private not-for-profit,No,No,Town,0,5,1,4,0,78,4,1,6,56,15,92,312.5,10,2437.5,40.7,0,0,Plains,Town
Crown College,1139,96,22430,Plains,Private not-for-profit,No,No,Rural,1,5,7,4,0,77,1,1,3,53,42,95,193.63000000000002,17,877.03,22.43,0,0,Plains,Rural
The College of Saint Scholastica,2917,100,31612,Plains,Private not-for-profit,No,No,City,2,2,3,2,0,80,2,6,4,69,27,99,262.53000000000003,9.000000000000002,2333.6,31.612,0,0,Plains,City
University of St Thomas,6321,97,35308,Plains,Private not-for-profit,No,No,City,0,4,3,4,0,82,3,2,3,47,19,95,695.3100000000001,11.000000000000002,5183.219999999999,35.308,0,0,Plains,City
St Catherine University,3559,100,34744,Plains,Private not-for-profit,No,No,City,1,11,10,5,0,65,2,5,1,97,45,99,960.9300000000001,27,2313.35,34.744,0,0,Plains,City
Southwest Minnesota State University,6467,95,8074,Plains,Public,No,No,Town,0,2,2,3,0,89,2,1,1,59,40,69,452.69000000000005,7.000000000000001,5755.63,8.074,1,0,Plains,Town
Winona State University,8253,88,8730,Plains,Public,No,No,Town,0,2,2,2,0,87,2,1,3,61,25,41,495.18,6,7180.11,8.73,1,0,Plains,Town
Alcorn State University,3157,77,6108,Southeast,Public,Yes,No,Rural,0,0,93,1,0,3,1,0,1,65,67,29,2967.5800000000004,94.00000000000001,94.71,6.108,1,1,Southeast,Rural
Belhaven University,2749,100,19970,Southeast,Private not-for-profit,No,No,City,0,1,40,5,0,36,2,15,0,62,44,98,1264.54,46,989.64,19.97,0,0,Southeast,City
Blue Mountain College,520,97,9470,Southeast,Private not-for-profit,No,No,Rural,0,1,10,2,0,86,0,0,1,58,46,91,67.60000000000001,13,447.2,9.47,0,0,Southeast,Rural
